인증번호,소재지,품목,재배면적.제곱미터.,생산계획량.톤.
1015731,전라남도 해남군,배추,700,7.84
1015731,전라남도 해남군,배추,950,5.25
1015731,전라남도 해남군,배추,655,7.33
1015731,전라남도 해남군,배추,950,3.75
1015731,전라남도 해남군,배추,2000,2.61
1015731,전라남도 해남군,배추,950,1.17
1015731,전라남도 해남군,배추,954,10.68
1015731,전라남도 해남군,배추,815,9.85
1015731,전라남도 해남군,배추,350,3.92
1015732,전라남도 해남군,배추,1260,11.41
1015732,전라남도 해남군,배추,1118,11.52
1015732,전라남도 해남군,배추,1093,11.6
1015732,전라남도 해남군,배추,1088,10.49
1015732,전라남도 해남군,배추,1108,11
1015732,전라남도 해남군,배추,1005,10.5
1015732,전라남도 해남군,배추,884,9.11
1015732,전라남도 해남군,배추,1094,11.6
1015732,전라남도 해남군,배추,1190,11.6
1015733,전라남도 해남군,배추,2775,31.32
1015733,전라남도 해남군,배추,955,10.78
1015733,전라남도 해남군,배추,1839,20.75
1015733,전라남도 해남군,배추,771,8.7
1015733,전라남도 해남군,배추,629,7.1
1015733,전라남도 해남군,배추,579,6.53
1015733,전라남도 해남군,배추,1030,11.62
1015733,전라남도 해남군,배추,992,11.2
1015734,전라남도 해남군,배추,798,9.01
1015734,전라남도 해남군,배추,1810,20.43
1015734,전라남도 해남군,배추,480,5.42
1015734,전라남도 해남군,배추,2045,23.08
1015734,전라남도 해남군,배추,119,1.34
1015734,전라남도 해남군,배추,354,4
1015734,전라남도 해남군,배추,1752,19.77
1015734,전라남도 해남군,배추,672,7.58
1015734,전라남도 해남군,배추,2350,26.52
1015734,전라남도 해남군,배추,945,10.67
1015734,전라남도 해남군,배추,2990,33.75
1015734,전라남도 해남군,배추,1104,12.46
1015734,전라남도 해남군,배추,1477,16.67
1015735,전라남도 해남군,배추,1428,16.11
1015735,전라남도 해남군,배추,1567,17.68
1015735,전라남도 해남군,배추,1089,12.28
1015735,전라남도 해남군,배추,1534,17.3
1015735,전라남도 해남군,배추,1478,16.67
1015735,전라남도 해남군,배추,380,4.29
1015735,전라남도 해남군,배추,674,7.6
1015735,전라남도 해남군,배추,1091,12.31
1015735,전라남도 해남군,배추,850,9.59
1015735,전라남도 해남군,배추,2476,27.93
1015735,전라남도 해남군,배추,3552,40.07
1015735,전라남도 해남군,배추,5366,60.53
1015735,전라남도 해남군,배추,746,8.41
1015735,전라남도 해남군,배추,2288,25.81
1015736,전라남도 해남군,배추,3500,39.5
1015736,전라남도 해남군,배추,7760,87.58
1015736,전라남도 해남군,배추,78,0.88
1015736,전라남도 해남군,배추,1728,19.5
1015736,전라남도 해남군,배추,1677,18.93
1015736,전라남도 해남군,배추,3306,37.31
1015736,전라남도 해남군,배추,659,7.44
1015736,전라남도 해남군,배추,610,6.88
1015736,전라남도 해남군,배추,737,8.32
1015736,전라남도 해남군,배추,1993,22.49
1015737,전라남도 해남군,배추,1539,17.36
1015737,전라남도 해남군,배추,560,6.32
1015737,전라남도 해남군,배추,2000,22.56
1015748,전라남도 해남군,배추,731,8.25
1015748,전라남도 해남군,배추,3085,34.82
1015748,전라남도 해남군,배추,1203,13.58
1015748,전라남도 해남군,배추,1848,20.86
1015748,전라남도 해남군,배추,1650,18.62
1015748,전라남도 해남군,배추,2500,28.22
1015748,전라남도 해남군,배추,2813,31.75
1015748,전라남도 해남군,배추,2910,32.84
1015748,전라남도 해남군,배추,2956,33.36
1015748,전라남도 해남군,배추,1574,17.76
1015748,전라남도 해남군,배추,1382,15.6
1015748,전라남도 해남군,배추,2897,32.7
1015749,전라남도 해남군,배추,8925,100.73
1015756,전라남도 해남군,배추,1622,18.3
1015757,전라남도 해남군,배추,3263,36.83
1015757,전라남도 해남군,배추,19103,215.6
1015757,전라남도 해남군,배추,1178,13.29
1015757,전라남도 해남군,배추,1640,18.51
1015757,전라남도 해남군,배추,2748,31.01
1015758,전라남도 해남군,배추,1411,15.92
1015758,전라남도 해남군,배추,1990,22.46
1015758,전라남도 해남군,배추,1759,19.85
1015758,전라남도 해남군,배추,1342,15.15
1015758,전라남도 해남군,배추,1116,12.6
1015758,전라남도 해남군,배추,860,9.71
1015758,전라남도 해남군,배추,913,10.3
1015758,전라남도 해남군,배추,600,6.77
1015758,전라남도 해남군,배추,1632,18.42
1015849,전라북도 부안군,배추,660,7.45
1015849,전라북도 부안군,배추,74,0.71
1015849,전라북도 부안군,배추,236,2.25
1015849,전라북도 부안군,배추,1572,15
1015849,전라북도 부안군,배추,420,4.01
1015849,전라북도 부안군,배추,4337,41.38
1015849,전라북도 부안군,배추,2440,27.54
1015849,전라북도 부안군,배추,13100,147.85
1015849,전라북도 부안군,배추,1663,18.77
1015849,전라북도 부안군,배추,1400,15.8
1015849,전라북도 부안군,배추,850,9.59
1015849,전라북도 부안군,배추,446,5.03
1015849,전라북도 부안군,배추,245,2.77
1015849,전라북도 부안군,배추,1200,13.54
1015849,전라북도 부안군,배추,344,3.28
1015849,전라북도 부안군,배추,998,11.26
1015849,전라북도 부안군,배추,1283,14.48
1015849,전라북도 부안군,배추,245,2.77
1015849,전라북도 부안군,배추,1306,14.74
1015849,전라북도 부안군,배추,787,8.88
1015849,전라북도 부안군,배추,310,2.96
1015849,전라북도 부안군,배추,1120,10.69
1015849,전라북도 부안군,배추,1000,9.54
1015849,전라북도 부안군,배추,4126,39.37
1015849,전라북도 부안군,배추,600,5.73
1015849,전라북도 부안군,배추,1686,16.09
1015849,전라북도 부안군,배추,230,2.6
1015849,전라북도 부안군,배추,555,6.26
1015849,전라북도 부안군,배추,655,7.39
1015849,전라북도 부안군,배추,820,7.82
1015849,전라북도 부안군,배추,670,6.39
1015849,전라북도 부안군,배추,580,5.53
1015849,전라북도 부안군,배추,3076,29.35
1015849,전라북도 부안군,배추,99,0.94
1015849,전라북도 부안군,배추,4291,40.94
1015849,전라북도 부안군,배추,9210,87.88
1015849,전라북도 부안군,배추,5100,48.66
1015849,전라북도 부안군,배추,1769,16.88
1015849,전라북도 부안군,배추,744,7.1
1015849,전라북도 부안군,배추,790,7.54
1015849,전라북도 부안군,배추,1100,10.5
1015849,전라북도 부안군,배추,690,6.58
1015849,전라북도 부안군,배추,466,4.45
1015849,전라북도 부안군,배추,1960,18.7
1015849,전라북도 부안군,배추,545,5.2
1015849,전라북도 부안군,배추,830,7.92
1015849,전라북도 부안군,배추,820,7.82
1015849,전라북도 부안군,배추,299,2.85
1015849,전라북도 부안군,배추,221,2.11
1015849,전라북도 부안군,배추,5083,57.37
1015849,전라북도 부안군,배추,2139,24.14
1015849,전라북도 부안군,배추,4379,41.78
1015849,전라북도 부안군,배추,7754,73.99
1015849,전라북도 부안군,배추,4361,41.61
1015849,전라북도 부안군,배추,20500,195.61
1015849,전라북도 부안군,배추,31000,295.8
1015849,전라북도 부안군,배추,4100,39.12
1015849,전라북도 부안군,배추,5150,49.14
1015849,전라북도 부안군,배추,2608,24.89
1015849,전라북도 부안군,배추,4344,41.45
1015849,전라북도 부안군,배추,3175,30.3
1015849,전라북도 부안군,배추,109,1.04
1015849,전라북도 부안군,배추,1350,12.88
1015849,전라북도 부안군,배추,5900,56.3
1015849,전라북도 부안군,배추,350,3.34
1015849,전라북도 부안군,배추,361,3.44
1015849,전라북도 부안군,배추,539,5.14
1015849,전라북도 부안군,배추,78,0.74
1015849,전라북도 부안군,배추,236,2.25
1015849,전라북도 부안군,배추,868,8.28
1015849,전라북도 부안군,배추,863,8.23
1015849,전라북도 부안군,배추,846,8.07
1015849,전라북도 부안군,배추,825,7.87
1015849,전라북도 부안군,배추,4653,44.4
1015849,전라북도 부안군,배추,2320,22.14
1015849,전라북도 부안군,배추,901,8.6
1015849,전라북도 부안군,배추,930,8.87
1015849,전라북도 부안군,배추,953,9.09
1015849,전라북도 부안군,배추,900,8.59
1015849,전라북도 부안군,배추,1250,11.93
1015849,전라북도 부안군,배추,154,1.47
1015849,전라북도 부안군,배추,317,3.02
1015849,전라북도 부안군,배추,193,1.84
1015849,전라북도 부안군,배추,13800,131.68
1015849,전라북도 부안군,배추,6719,64.11
1015849,전라북도 부안군,배추,728,6.95
1015849,전라북도 부안군,배추,80,0.76
1015849,전라북도 부안군,배추,230,2.19
1015849,전라북도 부안군,배추,4030,38.45
1015849,전라북도 부안군,배추,2149,20.51
1015849,전라북도 부안군,배추,13000,124.05
1015849,전라북도 부안군,배추,6200,59.16
1015849,전라북도 부안군,배추,13000,124.05
1015849,전라북도 부안군,배추,23,0.22
1015849,전라북도 부안군,배추,110,1.05
1015849,전라북도 부안군,배추,2000,19.08
1015849,전라북도 부안군,배추,4632,44.2
1015849,전라북도 부안군,배추,989,9.44
1015849,전라북도 부안군,배추,1062,10.13
1015849,전라북도 부안군,배추,1200,11.45
1015849,전라북도 부안군,배추,1108,10.57
1015849,전라북도 부안군,배추,839,8.01
1015849,전라북도 부안군,배추,869,8.29
1015849,전라북도 부안군,배추,255,2.43
1015849,전라북도 부안군,배추,635,6.06
1015849,전라북도 부안군,배추,605,5.77
1015849,전라북도 부안군,배추,775,7.4
1015849,전라북도 부안군,배추,1233,11.77
1015849,전라북도 부안군,배추,740,7.06
1015849,전라북도 부안군,배추,985,9.4
1015849,전라북도 부안군,배추,1330,12.69
1015849,전라북도 부안군,배추,1060,10.11
1015849,전라북도 부안군,배추,125,1.19
1015849,전라북도 부안군,배추,500,4.77
1015849,전라북도 부안군,배추,890,8.49
1015849,전라북도 부안군,배추,1460,13.93
1015849,전라북도 부안군,배추,1275,12.17
1015849,전라북도 부안군,배추,310,2.96
1015849,전라북도 부안군,배추,215,2.05
1015849,전라북도 부안군,배추,1800,17.18
1015849,전라북도 부안군,배추,7400,70.61
1015849,전라북도 부안군,배추,835,7.97
1015849,전라북도 부안군,배추,99,0.94
1015849,전라북도 부안군,배추,4189,47.28
1015849,전라북도 부안군,배추,20,0.23
1015849,전라북도 부안군,배추,7000,79
1015849,전라북도 부안군,배추,4300,48.53
1015849,전라북도 부안군,배추,450,5.08
1015849,전라북도 부안군,배추,3059,34.52
1015849,전라북도 부안군,배추,407,4.59
1015849,전라북도 부안군,배추,1337,15.09
1015849,전라북도 부안군,배추,545,6.15
1015849,전라북도 부안군,배추,479,5.41
1015849,전라북도 부안군,배추,200,2.26
1015849,전라북도 부안군,배추,1601,18.07
1015849,전라북도 부안군,배추,24000,270.86
1015849,전라북도 부안군,배추,900,10.16
1015849,전라북도 부안군,배추,200,2.26
1015849,전라북도 부안군,배추,5346,60.33
1015849,전라북도 부안군,배추,170,1.92
1015849,전라북도 부안군,배추,250,2.82
1015849,전라북도 부안군,배추,165,1.86
1015849,전라북도 부안군,배추,6600,74.49
1015849,전라북도 부안군,배추,2508,28.31
1015849,전라북도 부안군,배추,238,2.69
1015849,전라북도 부안군,배추,1146,12.93
1015849,전라북도 부안군,배추,280,3.16
1015849,전라북도 부안군,배추,244,2.33
1015849,전라북도 부안군,배추,9588,91.49
1015849,전라북도 부안군,배추,70,0.79
1015849,전라북도 부안군,배추,420,4.74
1015849,전라북도 부안군,배추,8747,83.46
1015849,전라북도 부안군,배추,99,0.94
1015849,전라북도 부안군,배추,99,0.94
1015849,전라북도 부안군,배추,5030,48
1015849,전라북도 부안군,배추,3615,34.49
1015849,전라북도 부안군,배추,530,5.06
1015849,전라북도 부안군,배추,1474,14.06
1015849,전라북도 부안군,배추,1282,12.23
1015849,전라북도 부안군,배추,99,0.94
1015849,전라북도 부안군,배추,99,0.94
1015849,전라북도 부안군,배추,99,0.94
1015849,전라북도 부안군,배추,99,0.94
1015849,전라북도 부안군,배추,571,5.45
1015849,전라북도 부안군,배추,239,2.28
1015849,전라북도 부안군,배추,279,2.66
1015849,전라북도 부안군,배추,707,6.75
1015849,전라북도 부안군,배추,45,0.43
1015849,전라북도 부안군,배추,730,6.97
1015849,전라북도 부안군,배추,230,2.19
1015849,전라북도 부안군,배추,1500,14.31
1015849,전라북도 부안군,배추,12000,114.5
1015849,전라북도 부안군,배추,472,4.5
1015849,전라북도 부안군,배추,480,4.58
1015849,전라북도 부안군,배추,880,8.4
1015849,전라북도 부안군,배추,2700,25.76
1015849,전라북도 부안군,배추,291,2.78
1015849,전라북도 부안군,배추,1172,11.18
1015849,전라북도 부안군,배추,3458,33
1015849,전라북도 부안군,배추,18351,175.11
1015849,전라북도 부안군,배추,4950,47.23
1015849,전라북도 부안군,배추,1588,17.92
1015849,전라북도 부안군,배추,248,2.37
1015849,전라북도 부안군,배추,232,2.21
1015849,전라북도 부안군,배추,46,0.44
1015849,전라북도 부안군,배추,43,0.41
1015849,전라북도 부안군,배추,200,1.91
1015849,전라북도 부안군,배추,2624,25.04
1015849,전라북도 부안군,배추,1009,9.63
1015849,전라북도 부안군,배추,2823,26.94
1015849,전라북도 부안군,배추,1530,14.6
1015849,전라북도 부안군,배추,4250,40.55
1015849,전라북도 부안군,배추,66,0.63
1015849,전라북도 부안군,배추,69,0.66
1015849,전라북도 부안군,배추,520,4.96
1015849,전라북도 부안군,배추,50,0.48
1015849,전라북도 부안군,배추,1307,14.75
1015849,전라북도 부안군,배추,2582,29.14
1015849,전라북도 부안군,배추,2300,25.96
1015849,전라북도 부안군,배추,2100,23.7
1015849,전라북도 부안군,배추,1540,17.38
1015849,전라북도 부안군,배추,811,9.15
1015849,전라북도 부안군,배추,53,0.51
1015849,전라북도 부안군,배추,694,6.62
1015849,전라북도 부안군,배추,20,0.19
1015849,전라북도 부안군,배추,21540,205.53
1015849,전라북도 부안군,배추,770,7.35
1015849,전라북도 부안군,배추,22062,210.52
1015849,전라북도 부안군,배추,681,6.5
1015849,전라북도 부안군,배추,1570,14.98
1015849,전라북도 부안군,배추,750,7.16
1015849,전라북도 부안군,배추,500,4.77
1015849,전라북도 부안군,배추,506,4.83
1015849,전라북도 부안군,배추,661,6.31
1015849,전라북도 부안군,배추,592,5.65
1015849,전라북도 부안군,배추,490,4.68
1015849,전라북도 부안군,배추,710,6.77
1015849,전라북도 부안군,배추,1100,10.5
1015849,전라북도 부안군,배추,1120,10.69
1015849,전라북도 부안군,배추,240,2.29
1015849,전라북도 부안군,배추,550,5.25
1015849,전라북도 부안군,배추,1300,12.4
1015849,전라북도 부안군,배추,800,7.63
1015849,전라북도 부안군,배추,495,4.72
1015849,전라북도 부안군,배추,485,4.63
1015849,전라북도 부안군,배추,1441,13.75
1015849,전라북도 부안군,배추,650,6.2
1015849,전라북도 부안군,배추,500,4.77
1015849,전라북도 부안군,배추,552,5.27
1015849,전라북도 부안군,배추,903,8.62
1015849,전라북도 부안군,배추,1862,17.77
1015849,전라북도 부안군,배추,270,2.58
1015849,전라북도 부안군,배추,540,5.15
1015849,전라북도 부안군,배추,220,2.1
1015849,전라북도 부안군,배추,600,5.73
1015849,전라북도 부안군,배추,1460,13.93
1015849,전라북도 부안군,배추,1070,10.21
1015849,전라북도 부안군,배추,320,3.05
1015849,전라북도 부안군,배추,1350,12.88
1015849,전라북도 부안군,배추,691,6.59
1015849,전라북도 부안군,배추,909,8.67
1015849,전라북도 부안군,배추,250,2.38
1015849,전라북도 부안군,배추,3110,29.66
1015849,전라북도 부안군,배추,650,6.2
1015849,전라북도 부안군,배추,800,7.63
1015849,전라북도 부안군,배추,4582,43.72
1015849,전라북도 부안군,배추,270,2.58
1015849,전라북도 부안군,배추,340,3.24
1015849,전라북도 부안군,배추,69,0.66
1015849,전라북도 부안군,배추,6586,62.84
1015849,전라북도 부안군,배추,3029,28.9
1015849,전라북도 부안군,배추,1933,18.44
1015849,전라북도 부안군,배추,625,5.96
1015849,전라북도 부안군,배추,530,5.06
1015849,전라북도 부안군,배추,1200,11.45
1015849,전라북도 부안군,배추,275,2.62
1015849,전라북도 부안군,배추,281,2.68
1015849,전라북도 부안군,배추,410,3.91
1015849,전라북도 부안군,배추,11000,104.96
1015849,전라북도 부안군,배추,16844,160.73
1015849,전라북도 부안군,배추,955,9.11
1015849,전라북도 부안군,배추,1582,15.1
1015849,전라북도 부안군,배추,1729,16.5
1015849,전라북도 부안군,배추,426,4.06
1015849,전라북도 부안군,배추,1131,10.79
1015849,전라북도 부안군,배추,800,7.63
1015849,전라북도 부안군,배추,600,5.73
1015953,전라남도 강진군,배추,3453,19
1015954,전라남도 강진군,배추,2040,11
1015955,전라남도 강진군,배추,1312,8
1015955,전라남도 강진군,배추,912,5
1015955,전라남도 강진군,배추,1286,7
1015956,전라남도 강진군,배추,3177,18
1015957,전라남도 강진군,배추,2274,13
1015958,전라남도 강진군,배추,1190,7
1015959,전라남도 강진군,배추,11246,61
1015960,전라남도 강진군,배추,500,3
1015961,전라남도 강진군,배추,300,2
1015962,전라남도 강진군,배추,300,2
1015963,전라남도 강진군,배추,268,2
1015964,전라남도 강진군,배추,992,5
1015964,전라남도 강진군,배추,466,2
1016031,전라남도 강진군,배추,2893,1
1016031,전라남도 강진군,배추,8231,1.5
1016031,전라남도 강진군,배추,716,0.8
1016031,전라남도 강진군,배추,363,0.2
1016032,전라남도 강진군,배추,3021,16
1016033,전라남도 강진군,배추,4704,26
1016034,전라남도 강진군,배추,1395,8
1016034,전라남도 강진군,배추,4350,24
1016035,전라남도 강진군,배추,1233,6
1016035,전라남도 강진군,배추,3269,18
1016036,전라남도 강진군,배추,1365,6.5
1016036,전라남도 강진군,배추,1043,5.5
1016037,전라남도 강진군,배추,133,0.5
1016037,전라남도 강진군,배추,1778,8.5
1016037,전라남도 강진군,배추,4590,12
1016038,전라남도 강진군,배추,3967,22
1016039,전라남도 강진군,배추,3170,18
1016039,전라남도 강진군,배추,797,4
1016040,전라남도 강진군,배추,2229,12
1016041,전라남도 강진군,배추,866,4
1016041,전라남도 강진군,배추,1150,6
1016042,전라남도 강진군,배추,1711,9
1016042,전라남도 강진군,배추,1670,8
1016042,전라남도 강진군,배추,1333,7
1016042,전라남도 강진군,배추,1532,8
1016047,전라남도 강진군,배추,1058,6
1016047,전라남도 강진군,배추,1448,8
1016048,경상북도 영덕군,배추,908,10.25
1016048,경상북도 영덕군,배추,2925,33.01
1016048,경상북도 영덕군,배추,1111,12.54
1016048,경상북도 영덕군,배추,205,2.31
1016048,경상북도 영덕군,배추,932,10.52
1016048,경상북도 영덕군,배추,800,9.03
1016048,경상북도 영덕군,배추,2324,26.23
1016048,경상북도 영덕군,배추,1276,14.4
1016048,경상북도 영덕군,배추,740,8.35
1016048,경상북도 영덕군,배추,436,4.92
1016048,경상북도 영덕군,배추,641,7.23
1016048,경상북도 영덕군,배추,750,8.46
1016048,경상북도 영덕군,배추,2774,31.31
1016048,경상북도 영덕군,배추,1088,12.28
1016048,경상북도 영덕군,배추,1800,20.31
1016048,경상북도 영덕군,배추,600,6.77
1016048,경상북도 영덕군,배추,1805,20.37
1016048,경상북도 영덕군,배추,618,6.97
1016048,경상북도 영덕군,배추,1780,20.09
1016048,경상북도 영덕군,배추,997,11.25
1016048,경상북도 영덕군,배추,4474,50.49
1016048,경상북도 영덕군,배추,4433,50.03
1016048,경상북도 영덕군,배추,1108,12.5
1016048,경상북도 영덕군,배추,3474,39.21
1016048,경상북도 영덕군,배추,2817,31.79
1016048,경상북도 영덕군,배추,2985,33.69
1016048,경상북도 영덕군,배추,1580,17.83
1016048,경상북도 영덕군,배추,1039,11.73
1016048,경상북도 영덕군,배추,2606,29.41
1016048,경상북도 영덕군,배추,10644,120.13
1016048,경상북도 영덕군,배추,3815,43.06
1016048,경상북도 영덕군,배추,5631,63.55
1016048,경상북도 영덕군,배추,1863,21.03
1016048,경상북도 영덕군,배추,1309,14.77
1016048,경상북도 영덕군,배추,612,6.91
1016048,경상북도 영덕군,배추,471,5.32
1016048,경상북도 영덕군,배추,2688,30.34
1016048,경상북도 영덕군,배추,1024,11.56
1016048,경상북도 영덕군,배추,1091,12.31
1016048,경상북도 영덕군,배추,790,8.92
1016048,경상북도 영덕군,배추,1190,13.43
1016048,경상북도 영덕군,배추,988,11.15
1016048,경상북도 영덕군,배추,1634,18.44
1016048,경상북도 영덕군,배추,3088,34.85
1016048,경상북도 영덕군,배추,1479,16.69
1016048,경상북도 영덕군,배추,585,6.6
1016048,경상북도 영덕군,배추,497,5.61
1016048,경상북도 영덕군,배추,4157,46.92
1016048,경상북도 영덕군,배추,2259,25.5
1016048,경상북도 영덕군,배추,1446,16.32
1016048,경상북도 영덕군,배추,5454,61.55
1016048,경상북도 영덕군,배추,2906,32.8
1016048,경상북도 영덕군,배추,2184,24.65
1016048,경상북도 영덕군,배추,1977,22.31
1016048,경상북도 영덕군,배추,192,2.17
1016048,경상북도 영덕군,배추,4637,52.33
1016048,경상북도 영덕군,배추,441,4.98
1016048,경상북도 영덕군,배추,258,2.91
1016048,경상북도 영덕군,배추,1385,15.63
1016048,경상북도 영덕군,배추,1524,17.2
1016048,경상북도 영덕군,배추,1617,18.25
1016048,경상북도 영덕군,배추,1410,15.91
1016048,경상북도 영덕군,배추,181,2.04
1016048,경상북도 영덕군,배추,1804,20.36
1016048,경상북도 영덕군,배추,73,0.82
1016048,경상북도 영덕군,배추,3057,34.5
1016048,경상북도 영덕군,배추,41,0.46
1016048,경상북도 영덕군,배추,120,1.35
1016048,경상북도 영덕군,배추,2014,22.73
1016048,경상북도 영덕군,배추,1235,13.94
1016048,경상북도 영덕군,배추,641,7.23
1016048,경상북도 영덕군,배추,1626,18.35
1016048,경상북도 영덕군,배추,3039,34.3
1016048,경상북도 영덕군,배추,2962,33.43
1016048,경상북도 영덕군,배추,2820,31.83
1016048,경상북도 영덕군,배추,2000,22.57
1016048,경상북도 영덕군,배추,1500,16.93
1016048,경상북도 영덕군,배추,522,5.89
1016048,경상북도 영덕군,배추,1329,15
1016048,경상북도 영덕군,배추,599,6.76
1016048,경상북도 영덕군,배추,648,7.31
1016048,경상북도 영덕군,배추,680,7.67
1016048,경상북도 영덕군,배추,608,6.86
1016048,경상북도 영덕군,배추,899,10.15
1016048,경상북도 영덕군,배추,423,4.77
1016048,경상북도 영덕군,배추,4900,55.3
1016048,경상북도 영덕군,배추,988,11.15
1016048,경상북도 영덕군,배추,936,10.56
1016048,경상북도 영덕군,배추,876,9.89
1016048,경상북도 영덕군,배추,2036,22.98
1016048,경상북도 영덕군,배추,1220,13.77
1016048,경상북도 영덕군,배추,1067,12.04
1016048,경상북도 영덕군,배추,798,9.01
1016048,경상북도 영덕군,배추,3969,44.79
1016048,경상북도 영덕군,배추,2043,23.06
1016048,경상북도 영덕군,배추,823,9.29
1016048,경상북도 영덕군,배추,1881,21.23
1016048,경상북도 영덕군,배추,1269,14.32
1016048,경상북도 영덕군,배추,2023,22.83
1016048,경상북도 영덕군,배추,1269,14.32
1016048,경상북도 영덕군,배추,982,11.08
1016048,경상북도 영덕군,배추,876,9.89
1016048,경상북도 영덕군,배추,245,2.77
1016048,경상북도 영덕군,배추,456,5.15
1016048,경상북도 영덕군,배추,2957,33.37
1016048,경상북도 영덕군,배추,1749,19.74
1016048,경상북도 영덕군,배추,1912,21.58
1016048,경상북도 영덕군,배추,1802,20.34
1016048,경상북도 영덕군,배추,3344,37.74
1016048,경상북도 영덕군,배추,429,4.84
1016048,경상북도 영덕군,배추,500,5.64
1016048,경상북도 영덕군,배추,440,4.97
1016048,경상북도 영덕군,배추,1994,22.5
1016048,경상북도 영덕군,배추,1347,15.2
1016048,경상북도 영덕군,배추,3164,35.71
1016048,경상북도 영덕군,배추,4294,48.46
1016048,경상북도 영덕군,배추,5177,58.43
1016048,경상북도 영덕군,배추,1833,20.69
1016048,경상북도 영덕군,배추,3018,34.06
1016048,경상북도 영덕군,배추,2988,33.72
1016048,경상북도 영덕군,배추,2985,33.69
1016048,경상북도 영덕군,배추,2988,33.72
1016048,경상북도 영덕군,배추,2901,32.74
1016048,경상북도 영덕군,배추,301,3.4
1016048,경상북도 영덕군,배추,1931,21.79
1016048,경상북도 영덕군,배추,2866,32.35
1016048,경상북도 영덕군,배추,921,10.39
1016048,경상북도 영덕군,배추,2140,24.15
1016048,경상북도 영덕군,배추,2744,30.97
1016048,경상북도 영덕군,배추,2411,27.21
1016048,경상북도 영덕군,배추,2636,29.75
1016048,경상북도 영덕군,배추,1990,22.46
1016048,경상북도 영덕군,배추,1983,22.38
1016048,경상북도 영덕군,배추,1586,17.9
1016048,경상북도 영덕군,배추,1690,19.07
1016048,경상북도 영덕군,배추,1045,11.79
1016048,경상북도 영덕군,배추,1749,19.74
1016048,경상북도 영덕군,배추,1597,18.02
1016048,경상북도 영덕군,배추,2602,29.37
1016048,경상북도 영덕군,배추,2500,28.22
1016048,경상북도 영덕군,배추,417,4.71
1016048,경상북도 영덕군,배추,1446,16.32
1016048,경상북도 영덕군,배추,3488,39.37
1016048,경상북도 영덕군,배추,105,1.19
1016048,경상북도 영덕군,배추,2140,24.15
1016048,경상북도 영덕군,배추,1845,20.82
1016048,경상북도 영덕군,배추,1769,19.96
1016048,경상북도 영덕군,배추,4000,45.14
1016048,경상북도 영덕군,배추,3813,43.03
1016048,경상북도 영덕군,배추,863,9.74
1016048,경상북도 영덕군,배추,180,2.03
1016048,경상북도 영덕군,배추,1293,14.59
1016048,경상북도 영덕군,배추,2815,31.77
1016048,경상북도 영덕군,배추,2205,24.89
1016048,경상북도 영덕군,배추,3256,36.75
1016048,경상북도 영덕군,배추,3548,40.04
1016048,경상북도 영덕군,배추,2380,26.86
1016048,경상북도 영덕군,배추,2509,28.32
1016048,경상북도 영덕군,배추,985,11.12
1016048,경상북도 영덕군,배추,1934,21.83
1016048,경상북도 영덕군,배추,5240,59.14
1016048,경상북도 영덕군,배추,2115,23.87
1016048,경상북도 영덕군,배추,2224,25.1
1016048,경상북도 영덕군,배추,2463,27.8
1016048,경상북도 영덕군,배추,1983,22.38
1016048,경상북도 영덕군,배추,2638,29.77
1016048,경상북도 영덕군,배추,3570,40.29
1016048,경상북도 영덕군,배추,2284,25.78
1016048,경상북도 영덕군,배추,1977,22.31
1016048,경상북도 영덕군,배추,2100,23.7
1016048,경상북도 영덕군,배추,1567,17.69
1016048,경상북도 영덕군,배추,26,0.29
1016048,경상북도 영덕군,배추,145,1.64
1016048,경상북도 영덕군,배추,922,10.41
1016048,경상북도 영덕군,배추,1144,12.91
1016048,경상북도 영덕군,배추,661,7.46
1016048,경상북도 영덕군,배추,1189,13.42
1016048,경상북도 영덕군,배추,2122,23.95
1016048,경상북도 영덕군,배추,836,9.44
1016048,경상북도 영덕군,배추,2314,26.12
1016048,경상북도 영덕군,배추,1850,20.88
1016048,경상북도 영덕군,배추,3895,43.96
1016048,경상북도 영덕군,배추,2941,33.19
1016048,경상북도 영덕군,배추,660,7.45
1016048,경상북도 영덕군,배추,120,1.35
1016048,경상북도 영덕군,배추,1269,14.32
1016048,경상북도 영덕군,배추,894,10.09
1016048,경상북도 영덕군,배추,1549,17.48
1016048,경상북도 영덕군,배추,1080,12.19
1016048,경상북도 영덕군,배추,4592,51.83
1016048,경상북도 영덕군,배추,2045,23.08
1016048,경상북도 영덕군,배추,1963,22.15
1016048,경상북도 영덕군,배추,800,9.03
1016048,경상북도 영덕군,배추,2400,27.09
1016048,경상북도 영덕군,배추,1880,21.22
1016048,경상북도 영덕군,배추,906,10.23
1016048,경상북도 영덕군,배추,820,9.25
1016048,경상북도 영덕군,배추,1326,14.97
1016048,경상북도 영덕군,배추,83,0.94
1016048,경상북도 영덕군,배추,15,0.17
1016048,경상북도 영덕군,배추,1547,17.46
1016048,경상북도 영덕군,배추,2750,31.04
1016048,경상북도 영덕군,배추,208,2.35
1016048,경상북도 영덕군,배추,955,10.78
1016048,경상북도 영덕군,배추,668,7.54
1016048,경상북도 영덕군,배추,559,6.31
1016048,경상북도 영덕군,배추,1134,12.8
1016048,경상북도 영덕군,배추,1041,11.75
1016048,경상북도 영덕군,배추,846,9.55
1016048,경상북도 영덕군,배추,443,5
