"","인증번호","소재지","품목","재배면적.제곱미터.","시도","시도전체면적","시도전채생산량","위도","경도","연도"
"192",1011425,"전라남도 해남군","배추",774,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"193",1011425,"전라남도 해남군","배추",1094,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"194",1011425,"전라남도 해남군","배추",1101,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"195",1011425,"전라남도 해남군","배추",1519,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"196",1011425,"전라남도 해남군","배추",493,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"197",1011425,"전라남도 해남군","배추",1762,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"198",1011425,"전라남도 해남군","배추",1200,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"199",1011425,"전라남도 해남군","배추",2268,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"200",1011427,"전라남도 해남군","배추",1844,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"201",1011427,"전라남도 해남군","배추",1336,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"202",1011427,"전라남도 해남군","배추",1884,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"203",1011427,"전라남도 해남군","배추",2701,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"204",1011427,"전라남도 해남군","배추",1554,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"205",1011427,"전라남도 해남군","배추",1051,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"206",1011427,"전라남도 해남군","배추",1170,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"207",1011427,"전라남도 해남군","배추",1944,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"208",1011427,"전라남도 해남군","배추",2043,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"209",1011427,"전라남도 해남군","배추",1220,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"210",1011427,"전라남도 해남군","배추",774,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"211",1011427,"전라남도 해남군","배추",1286,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"212",1011427,"전라남도 해남군","배추",1580,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"213",1011427,"전라남도 해남군","배추",1501,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"214",1011427,"전라남도 해남군","배추",1759,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"215",1011427,"전라남도 해남군","배추",2245,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"216",1011427,"전라남도 해남군","배추",1848,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"217",1011427,"전라남도 해남군","배추",3852,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"218",1011427,"전라남도 해남군","배추",804,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"219",1011427,"전라남도 해남군","배추",1968,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"220",1011427,"전라남도 해남군","배추",983,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"221",1011427,"전라남도 해남군","배추",494,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"222",1011427,"전라남도 해남군","배추",2466,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"223",1011427,"전라남도 해남군","배추",1200,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"224",1011427,"전라남도 해남군","배추",1800,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"225",1011427,"전라남도 해남군","배추",980,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"226",1011427,"전라남도 해남군","배추",2926,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"227",1011427,"전라남도 해남군","배추",2839,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"228",1011427,"전라남도 해남군","배추",2979,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"229",1011427,"전라남도 해남군","배추",2959,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"230",1011427,"전라남도 해남군","배추",944,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"231",1011427,"전라남도 해남군","배추",1245,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"232",1011427,"전라남도 해남군","배추",2275,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"233",1011427,"전라남도 해남군","배추",2622,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"234",1011427,"전라남도 해남군","배추",3402,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"235",1011427,"전라남도 해남군","배추",3660,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"236",1011427,"전라남도 해남군","배추",2856,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"237",1011427,"전라남도 해남군","배추",2112,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"238",1011427,"전라남도 해남군","배추",1417,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"239",1011427,"전라남도 해남군","배추",895,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"240",1011427,"전라남도 해남군","배추",1444,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"241",1011427,"전라남도 해남군","배추",1778,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"242",1011427,"전라남도 해남군","배추",1214,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"243",1011427,"전라남도 해남군","배추",1388,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"244",1011428,"전라남도 해남군","배추",9498,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"245",1011428,"전라남도 해남군","배추",1981,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"246",1011428,"전라남도 해남군","배추",2092,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"247",1011428,"전라남도 해남군","배추",585,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"248",1011428,"전라남도 해남군","배추",2738,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"249",1011428,"전라남도 해남군","배추",1535,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"250",1011428,"전라남도 해남군","배추",2243,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"251",1011428,"전라남도 해남군","배추",1138,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"252",1011428,"전라남도 해남군","배추",1690,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"253",1011428,"전라남도 해남군","배추",992,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"254",1014715,"전라남도 해남군","배추",1430,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"255",1014715,"전라남도 해남군","배추",1759,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"256",1014715,"전라남도 해남군","배추",820,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"257",1014715,"전라남도 해남군","배추",253,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"258",1014715,"전라남도 해남군","배추",1428,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"259",1014715,"전라남도 해남군","배추",33599,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"260",1014715,"전라남도 해남군","배추",141,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
"261",1014715,"전라남도 해남군","배추",1111,"전라남도",8364,701228,34.5735165884839,126.599270065365,2022
