"시도별",2023,2023,2023
"시도별",노지배추:면적 (ha),노지배추:10a당 생산량 (kg),노지배추:생산량 (톤)
"서울특별시",7,7446,533
"부산광역시",36,5803,2099
"대구광역시",59,8684,5083
"인천광역시",110,10463,11536
"광주광역시",28,10998,3050
"대전광역시",49,9606,4719
"울산광역시",94,10248,9644
"세종특별자치시",48,8659,4191
"경기도",983,10309,101351
"강원도",1687,8341,140709
"충청북도",2213,8253,182663
"충청남도",1072,9807,105095
"전라북도",1068,10599,113229
"전라남도",3100,11600,359598
"경상북도",2144,7333,157197
"경상남도",453,9206,41711
