"시도별",2022,2022,2022
"시도별",노지배추:면적 (ha),노지배추:10a당 생산량 (kg),노지배추:생산량 (톤)
"서울특별시",9,9834,925
"부산광역시",60,10985,6543
"대구광역시",95,7503,7101
"인천광역시",128,10412,13353
"광주광역시",92,7405,6796
"대전광역시",62,7140,4424
"울산광역시",97,9003,8746
"세종특별자치시",77,9555,7358
"경기도",1435,8696,124769
"강원도",6910,5594,386554
"충청북도",2862,7246,207409
"충청남도",1346,9157,123263
"전라북도",1683,9601,161615
"전라남도",8364,8384,701228
"경상북도",3640,6698,243771
"경상남도",734,8909,65392
